"external_id","duplicate_detection","external_name","manufacturer","category","last_update","qty_requested","created_date","source_file","import_date"
"7619505","? Unique","ELASTOMULL HAFT, 10CMX20M, ROT, 7619505","","Kompressen & Tupfer","","1008","","Product without substitute.csv","2026-05-25"
"9010550","? Unique","COSMOPOR TRANSPARENT, 9X15CM, 9010550","","Sonstige medizinische Produkte","","1000","","Product without substitute.csv","2026-05-25"
"900870","? Unique","COSMOPOR E, 7,2X5CM, 900870","","Sonstige medizinische Produkte","","1000","","Product without substitute.csv","2026-05-25"
"685778","? Unique","HARTMANN, HYDROFILM, PLUS, 10X20CM, 685778","","Wundversorgung / Dressings","","1000","","Product without substitute.csv","2026-05-25"
"901000","? Unique","KATHETERSTOPFEN REF 901000","","Infusion & Katheter","","1000","","Product without substitute.csv","2026-05-25"
"14114","? Unique","IDEALBINDE, 12CMX5M, 14114","","Bandagen & Kompression","","980","","Product without substitute.csv","2026-05-25"
"1474","? Unique","CUTIPLAST, STERIL, 15,0X8,0CM, 1474","","Sonstige medizinische Produkte","","950","","Product without substitute.csv","2026-05-25"
"7619500","? Unique","ELASTOMULL HAFT, 6CMX20M, BLAU, 7619500","","Kompressen & Tupfer","","936","","Product without substitute.csv","2026-05-25"
"7216518","? Unique","BSN, CUTIMED, SORBACT KOMPRESSE 7X9CM, 7216518","","Wundversorgung / Dressings","","1960","2026-03-05","Product without substitute.csv","2026-05-25"
"55535","? Unique","SCHAUMVERBAND, COPA, 9X7,5CM, GEFENSTERT, 55535","","Wundversorgung / Dressings","","850","","Product without substitute.csv","2026-05-25"
"3343E","? Unique","CAVILON LOLLY, 1ML, 3343E","","Sonstige medizinische Produkte","","800","","Product without substitute.csv","2026-05-25"
"11488","? Unique","MULLBINDE ELASTISCH, 12CM, 11488","","Kompressen & Tupfer","","800","","Product without substitute.csv","2026-05-25"
"30871","? Unique","L&R, LOMATUELL PRO, 10X10CM, PACK/10STÜCK, 30871","","Wundversorgung / Dressings","","800","","Product without substitute.csv","2026-05-25"
"20292","? Unique","ELASTISCHE BINDE, MOLELAST 10CM, 20292, EINZELN STERIL","","Bandagen & Kompression","","760","","Product without substitute.csv","2026-05-25"
"685780","? Unique","HARTMANN, HYDROFILM, PLUS, 10X30CM, 685780","","Wundversorgung / Dressings","","750","","Product without substitute.csv","2026-05-25"
"4555020","? Unique","VERBAND-SET PEG/SBK, MEDISET, 4555020","","Bandagen & Kompression","","720","","Product without substitute.csv","2026-05-25"
"30870","? Unique","L&R, LOMATUELL PRO, 5X5CM, 30870","","Wundversorgung / Dressings","","720","","Product without substitute.csv","2026-05-25"
"7259907","? Unique","ELASTOMULL HOSPITAL FISIERBINDE, 8CMX4M, 7259907","","Kompressen & Tupfer","","700","","Product without substitute.csv","2026-05-25"
"413770","? Unique","ZETUVIT E STERIL 10*10 4137701 SAUGKOMPRESSE","","Kompressen & Tupfer","","675","","Product without substitute.csv","2026-05-25"
"1475","? Unique","CUTIPLAST, STERIL, 20,0X10,0CM, 1475","","Sonstige medizinische Produkte","","650","","Product without substitute.csv","2026-05-25"
"30874","? Unique","L&R, LOMATUELL PRO, 10X10CM, PACK/50STÜCK, 30874","","Wundversorgung / Dressings","","650","","Product without substitute.csv","2026-05-25"
"23316","? Unique","L&R, LOMATUELL H, 10X20CM, 23316","","Wundversorgung / Dressings","","630","","Product without substitute.csv","2026-05-25"
"4138601","? Unique","ZETUVIT E UNST.10*10   4138601 SAUGKOMPRESSE","","Kompressen & Tupfer","","600","","Product without substitute.csv","2026-05-25"
"7507900","? Unique","KURZZUGBINDE, COMPRILAN S, 8CM/5M, 7507900","","Bandagen & Kompression","","580","","Product without substitute.csv","2026-05-25"
"3392G","? Unique","CAVILON HAUTSCHUTZCREME TUBE= 92GR. 3392G","","Reinigung & Körperpflege","","576","","Product without substitute.csv","2026-05-25"
"20291","? Unique","ELASTISCHE BINDE, MOLELAST 8CM, 20291, EINZELN STERIL","","Bandagen & Kompression","","560","","Product without substitute.csv","2026-05-25"
"900873","? Unique","COSMOPOR E, 10X8CM, 900873","","Sonstige medizinische Produkte","","550","","Product without substitute.csv","2026-05-25"
"1473","? Unique","CUTIPLAST, STERIL, 10,0X8,0CM, 1473","","Sonstige medizinische Produkte","","550","","Product without substitute.csv","2026-05-25"
"72166-05","? Unique","BSN, CUTIMED, SORBACT TAMPONADE 2X50CM, 72166-05","","Wundversorgung / Dressings","","500","","Product without substitute.csv","2026-05-25"
"39442","? Unique","UNIVERSALBINDE ELASTISCH, 20CM, 39442","","Bandagen & Kompression","","500","","Product without substitute.csv","2026-05-25"
"39436","? Unique","UNIVERSALBINDE ELASTISCH,  6CM, 39436","","Bandagen & Kompression","","500","","Product without substitute.csv","2026-05-25"
"10687","? Unique","SYNTHETIKWATTE, CELLONA, 10687, 10CM X 3M","","Sonstige medizinische Produkte","","500","","Product without substitute.csv","2026-05-25"
"33499","? Unique","UNIVERSALBINDE, SALVA IDEAL, 33499, 15CM X 5M, EINZELN STERIL","","Bandagen & Kompression","","480","","Product without substitute.csv","2026-05-25"
"900872","? Unique","COSMOPOR E, 15X6CM, 900872","","Sonstige medizinische Produkte","","450","","Product without substitute.csv","2026-05-25"
"30456","? Unique","SAUGKOMPRESSE, 20X40CM, STERIL, 30456","","Kompressen & Tupfer","","450","","Product without substitute.csv","2026-05-25"
"22810","? Unique","SETPACK-TUPFER GR. 6, 22810, EXTRAGROSS, RK, SET= 20 STÜCK","","Kompressen & Tupfer","","402","","Product without substitute.csv","2026-05-25"
"4995537","? Unique","HARTMANN, ATRAUMAN,  7,5X10CM, 4995537","","Wundversorgung / Dressings","","400","","Product without substitute.csv","2026-05-25"
"4924","? Unique","S&N, OPSITE IV3000, 6X8,5CM, 4924","","Wundversorgung / Dressings","","400","","Product without substitute.csv","2026-05-25"
"108861","? Unique","L&R, SUPRASORB H, 5X10CM, 108861","","Sonstige medizinische Produkte","","500","2026-03-05","Product without substitute.csv","2026-05-25"
"20254","? Unique","L&R, VLIWAKTIV, 10X10CM, 20254","","Sonstige medizinische Produkte","","380","","Product without substitute.csv","2026-05-25"
"11493","? Unique","MULLBINDE ELASTISCH,  4CM, 11493","","Kompressen & Tupfer","","360","","Product without substitute.csv","2026-05-25"
"7619504","? Unique","ELASTOMULL HAFT, 8CM/20M, ROT, 7619504","","Kompressen & Tupfer","","456","2026-03-05","Product without substitute.csv","2026-05-25"
"7261111","? Unique","BSN, CUTIMED, SORBACT GEL, 7,5X15,0CM, 7261111","","Wundversorgung / Dressings","","360","","Product without substitute.csv","2026-05-25"
"32915","? Unique","L&R, CURAPOR, STERIL, 10X20CM, 32915","","Sonstige medizinische Produkte","","350","","Product without substitute.csv","2026-05-25"
"13101","? Unique","L&R, CURAPOR, 7X5CM, TRANSPARENT, 13101","","Sonstige medizinische Produkte","","350","","Product without substitute.csv","2026-05-25"
"B1551","? Unique","STERI-STRIP, 6X75MM, BLENDTONE, B1551","","Sonstige medizinische Produkte","","350","","Product without substitute.csv","2026-05-25"
"34228","? Unique","PRO-OPTHA, AUGENVERBAND, KLEIN, 34228","","Bandagen & Kompression","","350","","Product without substitute.csv","2026-05-25"
"7259901","? Unique","ELASTOMULL, HOSPITAL, 6CMX4M, FIXIERBINDE, EINZELN, 7259901","","Kompressen & Tupfer","","320","","Product without substitute.csv","2026-05-25"
"108860","? Unique","L&R, SUPRASORB H, 5X5CM, 108860","","Sonstige medizinische Produkte","","310","","Product without substitute.csv","2026-05-25"
"M8275052/10.S","? Unique","V.A.C. GRANUFOAM KIT M, M8275052/10.S","","Sets & Kits","","310","","Product without substitute.csv","2026-05-25"
"32916","? Unique","L&R, CURAPOR, STERIL, 10X25CM, 32916","","Sonstige medizinische Produkte","","300","","Product without substitute.csv","2026-05-25"
"32914","? Unique","L&R, CURAPOR, STERIL, 10X15CM, 32914","","Sonstige medizinische Produkte","","300","","Product without substitute.csv","2026-05-25"
"30433","? Unique","SAUGKOMPRESSE, 15X25CM, UNSTERIL, 30433","","Kompressen & Tupfer","","300","","Product without substitute.csv","2026-05-25"
"1610","? Unique","TEGADERM, 5X5,7CM, 1610","","Wundversorgung / Dressings","","300","","Product without substitute.csv","2026-05-25"
"46835","? Unique","LEUKOSILK, 50,0MMX9,1M, 46835","","Sonstige medizinische Produkte","","420","2026-03-05","Product without substitute.csv","2026-05-25"
"7060006630","? Unique","FIXIERPFLASTER, NOSEFIX ERW., 70.600.06.630, (MAGENSONDENPFLASTER)","","Atemwege & Ernährung","","300","","Product without substitute.csv","2026-05-25"
"30873","? Unique","L&R, LOMATUELL PRO, 10X30CM, 30873","","Wundversorgung / Dressings","","300","","Product without substitute.csv","2026-05-25"
"30872","? Unique","L&R, LOMATUELL PRO, 10X20CM, PACK/10STÜCK, 30872","","Wundversorgung / Dressings","","300","","Product without substitute.csv","2026-05-25"
"20255","? Unique","L&R, VLIWAKTIV, 10X20CM, 20255","","Sonstige medizinische Produkte","","300","","Product without substitute.csv","2026-05-25"
"3391G","? Unique","CAVILON HAUTSCHUTZCREME TUBE= 28GR. 3391G (VOHER 3391D)","","Reinigung & Körperpflege","","300","","Product without substitute.csv","2026-05-25"
"1536","? Unique","LEUKOPLAST, 12,5MMX9,2M, 1536","","Sonstige medizinische Produkte","","288","","Product without substitute.csv","2026-05-25"
"416030.S","? Unique","V.A.C. ACTIVAC CARRYING CASE, DISPOSABLE ROHS, 416030.S","","Sonstige medizinische Produkte","","275","","Product without substitute.csv","2026-05-25"
"32917","? Unique","L&R, CURAPOR, STERIL, 10X30CM, 32917","","Sonstige medizinische Produkte","","250","","Product without substitute.csv","2026-05-25"
"13103","? Unique","L&R, CURAPOR, 10X15CM, TRANSPARENT, 13103","","Sonstige medizinische Produkte","","250","","Product without substitute.csv","2026-05-25"
"M8275051/10.S","? Unique","V.A.C. GRANUFOAM KIT S, M8275051/10.S","","Sets & Kits","","250","","Product without substitute.csv","2026-05-25"
"7507800","? Unique","KURZZUGBINDE, COMPRILAN S, 6CM/5M, 7507800","","Bandagen & Kompression","","240","","Product without substitute.csv","2026-05-25"
"2455","? Unique","LEUKOPOR, 50,0MMX9,2M, 2455","","Wundversorgung / Dressings","","240","","Product without substitute.csv","2026-05-25"
"22252","? Unique","KURZZUGBINDE, ROSIDAL K, 12CMX5M, 22252","","Bandagen & Kompression","","240","","Product without substitute.csv","2026-05-25"
"M8275063/10.S","? Unique","V.A.C. ULTA/INFO EINWEGBEHÄLTER, 500ML, M8275063/10.S","","Zubehör & Verbrauchsmaterial","","240","","Product without substitute.csv","2026-05-25"
"22802","? Unique","SET-TUPFER, RK, GR.3, PFLAUMENGROß, 22802","","Kompressen & Tupfer","","228","","Product without substitute.csv","2026-05-25"
"129801","? Unique","S&M, SENSIVA, PROTECTIVE CREAM, 100ML TB, 129801","","Sonstige medizinische Produkte","","210","","Product without substitute.csv","2026-05-25"
"11586","? Unique","MULLKOMPRESSE, 10X10CM, 8-FACH, STERIL, PCK 20X5STK, 11586","","Kompressen & Tupfer","","200","","Product without substitute.csv","2026-05-25"
"4910452040","? Unique","SEAL-PAD FÜR MAGENSONDE, 4910452040","","Atemwege & Ernährung","","200","","Product without substitute.csv","2026-05-25"
"137431","? Unique","WATTESTÄBCHEN, EINZELN, KLEINER KOPF, 137431","","Kompressen & Tupfer","","200","","Product without substitute.csv","2026-05-25"
"7619400","? Unique","ELASTOMULL HAFT, 4CMX20M, WEIß, 7619400","","Kompressen & Tupfer","","192","","Product without substitute.csv","2026-05-25"
"M8275053/10.S","? Unique","V.A.C. GRANUFOAM KIT L, M8275053/10.S","","Sets & Kits","","190","","Product without substitute.csv","2026-05-25"
"874910","? Unique","OHRENBINDE, STOFF, SCHWARZ, MITTEL","","Bandagen & Kompression","","180","","Product without substitute.csv","2026-05-25"
"6851401","? Unique","RESPOSORB SIL BORDER, 10X10CM, 6851401","","Wundversorgung / Dressings","","170","","Product without substitute.csv","2026-05-25"
"22250","? Unique","KURZZUGBINDE, ROSIDAL K, 8CMX5M, 22250","","Bandagen & Kompression","","160","","Product without substitute.csv","2026-05-25"
"33932","? Unique","L&R, SUPRASORB A PRO, 5X5CM, 33932","","Sonstige medizinische Produkte","","160","","Product without substitute.csv","2026-05-25"
"2141","? Unique","ELASTOFIX, GR. B, 2141","","Sonstige medizinische Produkte","","156","","Product without substitute.csv","2026-05-25"
"108863","? Unique","L&R, SUPRASORB H, 10X10CM, 108863","","Sonstige medizinische Produkte","","150","","Product without substitute.csv","2026-05-25"
"32918","? Unique","L&R, CURAPOR, STERIL, 10X34CM, 32918","","Sonstige medizinische Produkte","","150","","Product without substitute.csv","2026-05-25"
"7262802","? Unique","LEUKOSAN-STRIP, 6X75MM, 10 PEELBEUTEL A 3 STREIFEN, 7262802","","Zubehör & Verbrauchsmaterial","","150","","Product without substitute.csv","2026-05-25"
"7981907","? Unique","FREKA-PFLASTER ZUR SONDENFIXIERUNG, 7981907","","Atemwege & Ernährung","","150","","Product without substitute.csv","2026-05-25"
"1657R","? Unique","TEGADERM CHG, 8,5X11,5CM, ANTIMIKROBIELL, 1657R","","Wundversorgung / Dressings","","150","","Product without substitute.csv","2026-05-25"
"7619401","? Unique","ELASTOMULL HAFT, 6CM/20M, WEIß, 7619401","","Kompressen & Tupfer","","144","","Product without substitute.csv","2026-05-25"
"09453-00","? Unique","TRICODUR TUBULAR, L, SCHLAUCHBANDAGE","","Bandagen & Kompression","","144","","Product without substitute.csv","2026-05-25"
"33498","? Unique","UNIVERSALBINDE, SALVA IDEAL, 33498, 12CM X 5M, EINZELN STERIL","","Bandagen & Kompression","","140","","Product without substitute.csv","2026-05-25"
"33497","? Unique","UNIVERSALBINDE, SALVA IDEAL, 33497, 10CM X 5M, EINZELN STERIL","","Bandagen & Kompression","","140","","Product without substitute.csv","2026-05-25"
"324746","? Unique","FÄUSTLINGE KLEIN 324746","","Sonstige medizinische Produkte","","140","","Product without substitute.csv","2026-05-25"
"M8275046/5.S","? Unique","V.A.C. SIMPLACE EX KIT S, M8275046/5.S","","Sets & Kits","","130","","Product without substitute.csv","2026-05-25"
"12783","? Unique","SET-PRÄPARIERTUPFER, KLEIN, GR.2, RK, SET/20STK, STERIL, 12783","","Kompressen & Tupfer","","120","","Product without substitute.csv","2026-05-25"
"34229","? Unique","PRO-OPTHA, AUGENVERBAND, GROß, 34229","","Bandagen & Kompression","","116","","Product without substitute.csv","2026-05-25"
"M6275026/10.S","? Unique","V.A.C. GELSTREIFEN,ADHÄSIV M6275026/10.S 14X3CM  ZUM ABDICHTEN V.WUND","","Wundversorgung / Dressings","","110","","Product without substitute.csv","2026-05-25"
"14118","? Unique","IDEALBINDE, 30CMX5M, 14118","","Bandagen & Kompression","","100","","Product without substitute.csv","2026-05-25"
"771302","? Unique","FINGERVERBAND, BODYLOOP, SCHMAL, 771302","","Bandagen & Kompression","","100","","Product without substitute.csv","2026-05-25"
"20462","? Unique","L&R, SUPRASORB F, 10X12CM, 20462","","Sonstige medizinische Produkte","","90","","Product without substitute.csv","2026-05-25"
"14113","? Unique","IDEALBINDE, 10CMX5M, 14113","","Bandagen & Kompression","","90","","Product without substitute.csv","2026-05-25"
"995025","? Unique","MOLICARE SKIN HAUTPFLEGEMITTEL, 100ML, 995025","","Inkontinenzversorgung","","84","","Product without substitute.csv","2026-05-25"
"517588","? Unique","URGO, URGOTÜL, SILVER, 100X120MM, 517588","","Sonstige medizinische Produkte","","84","","Product without substitute.csv","2026-05-25"
"33496","? Unique","UNIVERSALBINDE, SALVA IDEAL, 33496, 8CM X 5M, EINZELN STERIL","","Bandagen & Kompression","","80","","Product without substitute.csv","2026-05-25"
"72611-24","? Unique","BSN, CUTIMED, SORBACT GEL, 7,5X7,5CM, 72611-24","","Wundversorgung / Dressings","","80","","Product without substitute.csv","2026-05-25"
"2140","? Unique","ELASTOFIX, GR. A, 2140","","Sonstige medizinische Produkte","","80","","Product without substitute.csv","2026-05-25"
"2453","? Unique","LEUKOPOR, 12,5MMX9,2M, 2453","","Wundversorgung / Dressings","","72","","Product without substitute.csv","2026-05-25"
"3346E","? Unique","CAVILON SPRAY, 28ML, 3346E","","Sonstige medizinische Produkte","","72","","Product without substitute.csv","2026-05-25"
"108830","? Unique","L&R, SUPRASORB H, 10x10CM, 108830","","Sonstige medizinische Produkte","","70","","Product without substitute.csv","2026-05-25"
"1628","? Unique","TEGADERM, 15X20CM, 1628","","Wundversorgung / Dressings","","70","","Product without substitute.csv","2026-05-25"
"9008431","? Unique","HYDROSORB GEL 8 GRAMM  9008431","","Wundversorgung / Dressings","","70","","Product without substitute.csv","2026-05-25"
"M8275057/10","? Unique","SENSA TRAC PAD, M8275057/10","","Sonstige medizinische Produkte","","70","","Product without substitute.csv","2026-05-25"
"M8275045/5.S","? Unique","V.A.C. SIMPLACE EX KIT M, M8275045/5.S","","Sets & Kits","","70","","Product without substitute.csv","2026-05-25"
"209600","? Unique","ELASTOMULL, 8CMX4M, FIXIERBINDE, EINZELN, 0209600","","Kompressen & Tupfer","","60","","Product without substitute.csv","2026-05-25"
"9320491","? Unique","ROLTA-SOFT, 3MX10CM, WATTEBINDEN, 9320491","","Bandagen & Kompression","","60","","Product without substitute.csv","2026-05-25"
"24005","? Unique","SCHLAUCHVERBAND, TG 7, 24005","","Bandagen & Kompression","","60","","Product without substitute.csv","2026-05-25"
"24004","? Unique","SCHLAUCHVERBAND, TG 6, 24004","","Bandagen & Kompression","","120","2026-03-05","Product without substitute.csv","2026-05-25"
"48001-03","? Unique","FAHL? DECANNULATION TAPE FLEXIBLE, OVAL, 48001-03","","Sonstige medizinische Produkte","","55","","Product without substitute.csv","2026-05-25"
"22804","? Unique","SET-TUPFER, RK, GR.6, EXTRAGROß, 22804","","Kompressen & Tupfer","","54","","Product without substitute.csv","2026-05-25"
"20534","? Unique","L&R, SUPRASORB X, 5X5CM, 20534","","Sonstige medizinische Produkte","","50","","Product without substitute.csv","2026-05-25"
"900844","? Unique","HYDROSORB GEL 15 GRAMM  900844","","Wundversorgung / Dressings","","50","","Product without substitute.csv","2026-05-25"
"M6275066/10.S","? Unique","V.A.C. Y-KONNEKTOR, M6275066/10.S","","Sonstige medizinische Produkte","","50","","Product without substitute.csv","2026-05-25"
"1658R","? Unique","TEGADERM CHG, 10X12CM, ANTIMIKROBIELL, 1658R","","Wundversorgung / Dressings","","50","","Product without substitute.csv","2026-05-25"
"7619403","? Unique","ELASTOMULL HAFT, 10CMX20M, WEIß, 7619403","","Kompressen & Tupfer","","48","","Product without substitute.csv","2026-05-25"
"175700","? Unique","LEUKOPLAST, HOSPITAL, 9,20X2,50CM, 0175700","","Sonstige medizinische Produkte","","48","","Product without substitute.csv","2026-05-25"
"9324491","? Unique","PEHA-HAFT, 20MX10CM, 932449","","Bandagen & Kompression","","48","","Product without substitute.csv","2026-05-25"
"2862","? Unique","MEDIPORE H PERFORIERT KLEBEVLIES 50MM X 9,14 M 2862","","Sonstige medizinische Produkte","","84","2026-03-05","Product without substitute.csv","2026-05-25"
"475418","? Unique","MEDISET, VERBANDSTOFF-WUNDVERSORGUNG, 475418","","Wundversorgung / Dressings","","48","","Product without substitute.csv","2026-05-25"
"M8275026/5 S","? Unique","ABTHERA SENSA TRAC KIT, M8275026/5 S","","Sets & Kits","","45","","Product without substitute.csv","2026-05-25"
"685021","? Unique","RESPOSORB SUPER, 10X20CM, 685021","","Wundversorgung / Dressings","","40","","Product without substitute.csv","2026-05-25"
"20464","? Unique","L&R, SUPRASORB F, 10X25CM, 20464","","Sonstige medizinische Produkte","","40","","Product without substitute.csv","2026-05-25"
"14116","? Unique","IDEALBINDE, 20CMX5M, 14116","","Bandagen & Kompression","","40","","Product without substitute.csv","2026-05-25"
"14112","? Unique","IDEALBINDE, 8CMX5M, 14112","","Bandagen & Kompression","","40","","Product without substitute.csv","2026-05-25"
"13470","? Unique","TAMPONADEBINDEN 5M*1CM   13470","","Kompressen & Tupfer","","40","","Product without substitute.csv","2026-05-25"
"70-10","? Unique","NOVO VINEA F, UNSTERIL, TRACHEAL-SCHAUMKOMPRESSE, N14110001","","Wundversorgung / Dressings","","40","","Product without substitute.csv","2026-05-25"
"M8275093/5.S","? Unique","V.A.C. ULTA/INFO EINWEGBEHÄLTER 1000ML, M8275093/5.S","","Zubehör & Verbrauchsmaterial","","40","","Product without substitute.csv","2026-05-25"
"MS03","? Unique","TRIKOTSCHLAUCH  7,5CMX22,8M,  MS03","","Zubehör & Verbrauchsmaterial","","37","","Product without substitute.csv","2026-05-25"
"22200","? Unique","KURZZUGBINDE, ROSIDAL K, 6CMX5M, 22200","","Bandagen & Kompression","","35","","Product without substitute.csv","2026-05-25"
"34902","? Unique","L&R, SUPRASORB CNP, EASYDRESS M, 34902","","Sonstige medizinische Produkte","","35","","Product without substitute.csv","2026-05-25"
"509360","? Unique","URGO, URGOTÜL, SILVER, 50X50MM, 509360","","Sonstige medizinische Produkte","","190","2026-03-05","Product without substitute.csv","2026-05-25"
"16001-028","? Unique","LIGASANO, GRÜN, 55X45X2CM, 16001-028","","Wundversorgung / Dressings","","28","","Product without substitute.csv","2026-05-25"
"12001-028","? Unique","LIGASANO, WEIß, 59X49X2CM, 12001-028","","Wundversorgung / Dressings","","868","2026-03-05","Product without substitute.csv","2026-05-25"
"427113","? Unique","STÜLPA-ROLLE, GR.3R, 15M, (CM BREIT, 427113","","Atemwege & Ernährung","","26","","Product without substitute.csv","2026-05-25"
"382200","? Unique","MEPILEX BORDER, SACRUM AG, 382200","","Wundversorgung / Dressings","","25","","Product without substitute.csv","2026-05-25"
"24022","? Unique","GALLENDRAINAGEBEUTEL, 24022","","Urologie & Drainage","","25","","Product without substitute.csv","2026-05-25"
"22315","? Unique","HAFTAN SCHAUMSTOFFBINDE  7CM*27,5M   22315 (VORM. NR. 92830)","","Wundversorgung / Dressings","","24","","Product without substitute.csv","2026-05-25"
"39455","? Unique","UNIVERSALBINDE, LENKELAST, 10X5CM, EINZEL, STERIL, 39455","","Bandagen & Kompression","","20","","Product without substitute.csv","2026-05-25"
"24001","? Unique","SCHLAUCHVERBAND, TG 2, 24001","","Bandagen & Kompression","","1140","2026-03-05","Product without substitute.csv","2026-05-25"
"376003","? Unique","BIATAIN, ALGINATE AG, ALGINATEKOMPRESSE MIT SILBER, STERIL, 10x10CM, 376003","","Wundversorgung / Dressings","","20","","Product without substitute.csv","2026-05-25"
"609222","? Unique","HYDROCLEAN, 4X8CM, 609222","","Wundversorgung / Dressings","","20","","Product without substitute.csv","2026-05-25"
"20705","? Unique","L&R, VLIWAKTIV AG, 10X10CM, 20705","","Sonstige medizinische Produkte","","20","","Product without substitute.csv","2026-05-25"
"13471","? Unique","TAMPONADEBINDEN 5M*2CM   13471","","Kompressen & Tupfer","","20","","Product without substitute.csv","2026-05-25"
"M6275033/10.S","? Unique","V.A.C. WHITEFOAM DRESSING S, M6275033/10.S","","Wundversorgung / Dressings","","20","","Product without substitute.csv","2026-05-25"
"1050012","? Unique","VARIHESIVE HYDROGEL, 403700, 15G","","Wundversorgung / Dressings","","15","","Product without substitute.csv","2026-05-25"
"PRE1055.S","? Unique","PREVENA INCISION DRESSING, PRE1055.S","","Wundversorgung / Dressings","","15","","Product without substitute.csv","2026-05-25"
"M8275058/5.S","? Unique","V.A.C. ACTI EINWEGBEHÄLTER 300ML, M8275058/5","","Zubehör & Verbrauchsmaterial","","15","","Product without substitute.csv","2026-05-25"
"3050072","? Unique","DRUCKVERBAND, COSAFIX BRACHIALIS S, 3050072","","Bandagen & Kompression","","15","","Product without substitute.csv","2026-05-25"
"535361","? Unique","DERMAPLAST, SENSITIVE, 5MX6CM, 535361","","Sonstige medizinische Produkte","","13","","Product without substitute.csv","2026-05-25"
"16004","? Unique","TEGADERM, 10MX10CM, 16004","","Wundversorgung / Dressings","","12","","Product without substitute.csv","2026-05-25"
"39395","? Unique","SUBRASORB CNP, DRAINAGEFOLIE, 39395","","Urologie & Drainage","","12","","Product without substitute.csv","2026-05-25"
"9534HP","? Unique","TEGADERM HP TRANSPARENTVERBAND, 6X7CM, 9534HP","","Wundversorgung / Dressings","","12","","Product without substitute.csv","2026-05-25"
"24002","? Unique","SCHLAUCHVERBAND, TG 3, 24002","","Bandagen & Kompression","","50","2026-03-05","Product without substitute.csv","2026-05-25"
"14111","? Unique","IDEALBINDE,  6CMX5M, 14111","","Bandagen & Kompression","","10","","Product without substitute.csv","2026-05-25"
"7264604","? Unique","BSN, CUTIMED, SORBACT HYDROACTIV, 14,0X14,0CM, 7264604","","Wundversorgung / Dressings","","10","","Product without substitute.csv","2026-05-25"
"1050013","? Unique","HYDROGEL, 401802, 15 G, 10X15GR.","","Wundversorgung / Dressings","","10","","Product without substitute.csv","2026-05-25"
"30077","? Unique","MOLLELAST HAFT COLOR, BLAU, 8CMX20M, 30077","","Sonstige medizinische Produkte","","10","","Product without substitute.csv","2026-05-25"
"20700","? Unique","L&R, VLIWAKTIV AG AKTIVKOHLE-TAMPONADE, STERIL, 6,5X10CM, 20700","","Kompressen & Tupfer","","10","","Product without substitute.csv","2026-05-25"
"RR750","? Unique","RAPID RHINO, 75MM, OHNE ATEMTUBUS, RR750","","Atemwege & Ernährung","","10","","Product without substitute.csv","2026-05-25"
"35006","? Unique","NASEN-RACHEN-TAMPONADE, 35X40MM, BELLOCQ, 35006","","Kompressen & Tupfer","","10","","Product without substitute.csv","2026-05-25"
"551559","? Unique","URGO, URGOCLEAN AG KOMPRESSE, 10X12CM, 551559","","Kompressen & Tupfer","","110","2026-03-05","Product without substitute.csv","2026-05-25"
"551558","? Unique","URGO, URGOCLEAN KOMPRESSE, 6X6CM, 551558","","Kompressen & Tupfer","","120","2026-03-05","Product without substitute.csv","2026-05-25"
"7619502","? Unique","ELASTOMULL HAFT, COLOR, 20 X 10 CM, BLAU, 7619502","","Kompressen & Tupfer","","9","","Product without substitute.csv","2026-05-25"
"2142","? Unique","ELASTOFIX, GR. C, 2142","","Sonstige medizinische Produkte","","9","","Product without substitute.csv","2026-05-25"
"2143","? Unique","ELASTOFIX, GR. D, 2143","","Sonstige medizinische Produkte","","6","","Product without substitute.csv","2026-05-25"
"1009912","? Unique","NACHFÜLLSET FÜR PFLASTERSPENDER ALUDERM, 7,2X2,5CM, SET A 30 STÜCK","","Wundversorgung / Dressings","","6","","Product without substitute.csv","2026-05-25"
"1009911","? Unique","NACHFÜLLSET FÜR PFLASTERSPENDER ALUDERM, 7,2X1,9CM, SET A 30 STÜCK","","Wundversorgung / Dressings","","6","","Product without substitute.csv","2026-05-25"
"APPXL6","? Unique","DERMABOND HAUTKL.PRO PEN APPXL PCK/6 APPLIKATIONSST. A 0,75ML","","Sonstige medizinische Produkte","","6","","Product without substitute.csv","2026-05-25"
"30074","? Unique","MOLLELAST HAFT COLOR, ROT, 8CMX20M, 30074","","Sonstige medizinische Produkte","","6","","Product without substitute.csv","2026-05-25"
"1635","? Unique","TEGADERM, 8,5 X 10,5CM, 1635","","Wundversorgung / Dressings","","5","","Product without substitute.csv","2026-05-25"
"48001-02","? Unique","FAHL? DECANNULATION TAPE FLEXIBLE, SMALL, 48001-02","","Sonstige medizinische Produkte","","5","","Product without substitute.csv","2026-05-25"
"5526520","? Unique","ENDO-SPONGE, 5526520","","Sonstige medizinische Produkte","","5","","Product without substitute.csv","2026-05-25"
"34903","? Unique","L&R, SUPRASORB CNP, EASYDRESS, GRÖSSE L, INKLUSIVE 8 FIXIERSTREIFEN, 10X12CM, 34903","","Sonstige medizinische Produkte","","5","","Product without substitute.csv","2026-05-25"
"20573","? Unique","L&R, SUPRASORB A+AG, 5X30CM, TAMPONADE, PACK/5STÜCK, 20573","","Kompressen & Tupfer","","5","","Product without substitute.csv","2026-05-25"
